ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
8007,85190,BRAIN LAC NEC W OPEN WND,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness"
8008,85191,OPN BRAIN LACER W/O COMA,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness"
8009,85192,OPN BRAIN LAC-BRIEF COMA,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness"
8010,75538,LONGITUDINAL DEFIC FOOT,"Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)"
8011,75539,LONGITUD DEFIC PHALANGES,"Longitudinal deficiency, phalanges, complete or partial"
8012,7554,REDUCT DEFORM LIMB NOS,"Reduction deformities, unspecified limb"
8013,80039,CL SKL VLT FX-CONCUS NOS,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
8014,80040,CL SKL VLT FX/BR INJ NEC,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
8015,80041,CL SKULL VLT FX W/O COMA,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
8016,80042,CL SKULL VLT FX-BRF COMA,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
8017,80043,CL SKULL VLT FX-MOD COMA,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
8018,80044,CL SKL VLT FX-PROLN COMA,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8019,80045,CL SKUL VLT FX-DEEP COMA,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8020,80046,CL SKULL VLT FX-COMA NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
8021,80049,CL SKL VLT FX-CONCUS NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
8022,80050,OPN SKULL VAULT FRACTURE,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
8023,80051,OPN SKUL VLT FX W/O COMA,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
8024,80052,OPN SKUL VLT FX-BRF COMA,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
8025,80053,OPN SKUL VLT FX-MOD COMA,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
8026,80054,OPN SKL VLT FX-PROLN COM,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8027,80055,OPN SKL VLT FX-DEEP COMA,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8028,80056,OPN SKUL VLT FX-COMA NOS,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
8029,80059,OP SKL VLT FX-CONCUS NOS,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
8030,80060,OPN SKL VLT FX/CEREB LAC,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
8031,80061,OPN SKUL VLT FX W/O COMA,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
8032,80062,OPN SKUL VLT FX-BRF COMA,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
8033,80063,OPN SKUL VLT FX-MOD COMA,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
8034,80064,OPN SKL VLT FX-PROLN COM,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8035,80065,OPN SKL VLT FX-DEEP COMA,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8036,80066,OPN SKUL VLT FX-COMA NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
8037,80069,OP SKL VLT FX-CONCUS NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
8038,80070,OPN SKL VLT FX/MENIN HEM,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
8039,80071,OPN SKUL VLT FX W/O COMA,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
8040,80072,OPN SKUL VLT FX-BRF COMA,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
8041,80073,OPN SKUL VLT FX-MOD COMA,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
8042,80074,OPN SKL VLT FX-PROLN COM,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8043,80075,OPN SKL VLT FX-DEEP COMA,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8044,80076,OPN SKUL VLT FX-COMA NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
8045,80079,OP SKL VLT FX-CONCUS NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
8046,80080,OPN SKULL VLT FX/HEM NEC,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
8047,80081,OPN SKUL VLT FX W/O COMA,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
8048,80082,OPN SKUL VLT FX-BRF COMA,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
8049,83513,ANT DISLOC HIP NEC-OPEN,Other open anterior dislocation of hip
8050,8360,TEAR MED MENISC KNEE-CUR,"Tear of medial cartilage or meniscus of knee, current"
8051,8361,TEAR LAT MENISC KNEE-CUR,"Tear of lateral cartilage or meniscus of knee, current"
8052,8362,TEAR MENISCUS NEC-CURREN,"Other tear of cartilage or meniscus of knee, current"
8053,8363,DISLOCAT PATELLA-CLOSED,"Dislocation of patella, closed"
8054,8364,DISLOCATION PATELLA-OPEN,"Dislocation of patella, open"
8055,83650,DISLOCAT KNEE NOS-CLOSED,"Dislocation of knee, unspecified, closed"
8056,83651,ANT DISLOC PROX TIBIA-CL,"Anterior dislocation of tibia, proximal end, closed"
8057,83652,POST DISL PROX TIBIA-CL,"Posterior dislocation of tibia, proximal end, closed"
8058,83653,MED DISLOC PROX TIBIA-CL,"Medial dislocation of tibia, proximal end, closed"
8059,83654,LAT DISLOC PROX TIBIA-CL,"Lateral dislocation of tibia, proximal end, closed"
8060,83659,DISLOCAT KNEE NEC-CLOSED,"Other dislocation of knee, closed"
8061,83660,DISLOCAT KNEE NOS-OPEN,"Dislocation of knee, unspecified, open"
8062,83661,ANT DISL PROX TIBIA-OPEN,"Anterior dislocation of tibia, proximal end, open"
8063,83662,POST DISL PROX TIBIA-OPN,"Posterior dislocation of tibia, proximal end, open"
8064,83663,MED DISL PROX TIBIA-OPEN,"Medial dislocation of tibia, proximal end, open"
8065,83664,LAT DISL PROX TIBIA-OPEN,"Lateral dislocation of tibia, proximal end, open"
8066,83669,DISLOCAT KNEE NEC-OPEN,"Other dislocation of knee, open"
8067,8370,DISLOCATION ANKLE-CLOSED,Closed dislocation of ankle
8068,8371,DISLOCATION ANKLE-OPEN,Open dislocation of ankle
8069,83800,DISLOCAT FOOT NOS-CLOSED,"Closed dislocation of foot, unspecified"
8070,83801,DISLOC TARSAL NOS-CLOSED,"Closed dislocation of tarsal (bone), joint unspecified"
8071,83802,DISLOC MIDTARSAL-CLOSED,Closed dislocation of midtarsal (joint)
8072,83803,DISLOC TARSOMETATARS-CL,Closed dislocation of tarsometatarsal (joint)
8073,83804,DISLOC METATARSAL NOS-CL,"Closed dislocation of metatarsal (bone), joint unspecified"
8074,83805,DISL METATARSOPHALANG-CL,Closed dislocation of metatarsophalangeal (joint)
8075,83806,DISL INTERPHALAN FOOT-CL,"Closed dislocation of interphalangeal (joint), foot"
8076,83809,DISLOCAT FOOT NEC-CLOSED,"Closed dislocation of foot, other"
8077,83810,DISLOCAT FOOT NOS-OPEN,"Open dislocation of foot, unspecified"
8078,83811,DISLOC TARSAL NOS-OPEN,"Open dislocation of tarsal (bone), joint unspecified"
8079,83812,DISLOC MIDTARSAL-OPEN,Open dislocation of midtarsal (joint)
8080,83813,DISL TARSOMETATARSAL-OPN,Open dislocation of tarsometatarsal (joint)
8081,83814,DISL METATARSAL NOS-OPEN,"Open dislocation of metatarsal (bone), joint unspecified"
8082,83815,DISLOC METATARSOPHAL-OPN,Open dislocation of metatarsophalangeal (joint)
8083,83816,DIS INTERPHALAN FOOT-OPN,"Open dislocation of interphalangeal (joint), foot"
8084,83819,DISLOCAT FOOT NEC-OPEN,"Open dislocation of foot, other"
8085,83900,DISLOC CERV VERT NOS-CL,"Closed dislocation, cervical vertebra, unspecified"
8086,83901,DISLOC 1ST CERV VERT-CL,"Closed dislocation, first cervical vertebra"
8087,83902,DISLOC 2ND CERV VERT-CL,"Closed dislocation, second cervical vertebra"
8088,83903,DISLOC 3RD CERV VERT-CL,"Closed dislocation, third cervical vertebra"
8089,83904,DISLOC 4TH CERV VERT-CL,"Closed dislocation, fourth cervical vertebra"
8090,83905,DISLOC 5TH CERV VERT-CL,"Closed dislocation, fifth cervical vertebra"
8091,83906,DISLOC 6TH CERV VERT-CL,"Closed dislocation, sixth cervical vertebra"
8092,83907,DISLOC 7TH CERV VERT-CL,"Closed dislocation, seventh cervical vertebra"
8093,83908,DISLOC MULT CERV VERT-CL,"Closed dislocation, multiple cervical vertebrae"
8094,83910,DISLOC CERV VERT NOS-OPN,"Open dislocation, cervical vertebra, unspecified"
8095,83911,DISLOC LST CERV VERT-OPN,"Open dislocation, first cervical vertebra"
8096,83912,DISLOC 2ND CERV VERT-OPN,"Open dislocation, second cervical vertebra"
8097,83913,DISLOC 3RD CERV VERT-OPN,"Open dislocation, third cervical vertebra"
8098,83914,DISLOC 4TH CERV VERT-OPN,"Open dislocation, fourth cervical vertebra"
8099,83915,DISLOC 5TH CERV VERT-OPN,"Open dislocation, fifth cervical vertebra"
8100,83916,DISLOC 6TH CERV VERT-OPN,"Open dislocation, sixth cervical vertebra"
8101,83917,DISLOC 7TH CERV VERT-OPN,"Open dislocation, seventh cervical vertebra"
8102,83918,DISLOC MLT CERV VERT-OPN,"Open dislocation, multiple cervical vertebrae"
8103,83920,DISLOCAT LUMBAR VERT-CL,"Closed dislocation, lumbar vertebra"
8104,83921,DISLOC THORACIC VERT-CL,"Closed dislocation, thoracic vertebra"
8105,83930,DISLOCAT LUMBAR VERT-OPN,"Open dislocation, lumbar vertebra"
8106,83931,DISLOC THORACIC VERT-OPN,"Open dislocation, thoracic vertebra"
8107,83940,DISLOCAT VERTEBRA NOS-CL,"Closed dislocation, vertebra, unspecified site"
8108,7068,SEBACEOUS GLAND DIS NEC,Other specified diseases of sebaceous glands
8109,7069,SEBACEOUS GLAND DIS NOS,Unspecified disease of sebaceous glands
8110,70700,"PRESSURE ULCER, SITE NOS","Pressure ulcer, unspecified site"
8111,70701,"PRESSURE ULCER, ELBOW","Pressure ulcer, elbow"
8112,70702,"PRESSURE ULCER, UPR BACK","Pressure ulcer, upper back"
8113,70703,"PRESSURE ULCER, LOW BACK","Pressure ulcer, lower back"
8114,70704,"PRESSURE ULCER, HIP","Pressure ulcer, hip"
8115,70705,"PRESSURE ULCER, BUTTOCK","Pressure ulcer, buttock"
8116,70706,"PRESSURE ULCER, ANKLE","Pressure ulcer, ankle"
8117,70707,"PRESSURE ULCER, HEEL","Pressure ulcer, heel"
8118,70709,"PRESSURE ULCER, SITE NEC","Pressure ulcer, other site"
8119,70710,ULCER OF LOWER LIMB NOS,"Ulcer of lower limb, unspecified"
8120,70711,ULCER OF THIGH,Ulcer of thigh
8121,70712,ULCER OF CALF,Ulcer of calf
8122,70713,ULCER OF ANKLE,Ulcer of ankle
8123,70714,ULCER OF HEEL & MIDFOOT,Ulcer of heel and midfoot
8124,70715,ULCER OTHER PART OF FOOT,Ulcer of other part of foot
8125,70719,ULCER OTH PART LOW LIMB,Ulcer of other part of lower limb
8126,70720,"PRESSURE ULCER,STAGE NOS","Pressure ulcer, unspecified stage"
8127,70721,"PRESSURE ULCER, STAGE I","Pressure ulcer, stage I"
8128,70722,"PRESSURE ULCER, STAGE II","Pressure ulcer, stage II"
8129,70723,"PRESSURE ULCER,STAGE III","Pressure ulcer, stage III"
8130,70724,"PRESSURE ULCER, STAGE IV","Pressure ulcer, stage IV"
8131,70725,"PRESSURE ULCER,UNSTAGEBL","Pressure ulcer, unstageable"
8132,7078,CHRONIC SKIN ULCER NEC,Chronic ulcer of other specified sites
8133,7079,CHRONIC SKIN ULCER NOS,Chronic ulcer of unspecified site
8134,7080,ALLERGIC URTICARIA,Allergic urticaria
8135,7081,IDIOPATHIC URTICARIA,Idiopathic urticaria
8136,7082,URTICARIA FROM COLD/HEAT,Urticaria due to cold and heat
8137,7083,DERMATOGRAPHIC URTICARIA,Dermatographic urticaria
8138,7084,VIBRATORY URTICARIA,Vibratory urticaria
8139,7085,CHOLINERGIC URTICARIA,Cholinergic urticaria
8140,7088,URTICARIA NEC,Other specified urticaria
8141,7089,URTICARIA NOS,"Urticaria, unspecified"
8142,70900,"DYSCHROMIA, UNSPECIFIED","Dyschromia, unspecified"
8143,70901,VITILIGO,Vitiligo
8144,70909,OTHER DYSCHROMIA,Other dyschromia
8145,7091,VASCULAR DISORD OF SKIN,Vascular disorders of skin
8146,7092,SCAR & FIBROSIS OF SKIN,Scar conditions and fibrosis of skin
8147,7093,DEGENERATIVE SKIN DISORD,Degenerative skin disorders
8148,7094,FOREIGN BODY GRANUL-SKIN,Foreign body granuloma of skin and subcutaneous tissue
8149,7098,SKIN DISORDERS NEC,Other specified disorders of skin
8150,7099,SKIN DISORDER NOS,Unspecified disorder of skin and subcutaneous tissue
8151,7100,SYST LUPUS ERYTHEMATOSUS,Systemic lupus erythematosus
8152,7101,SYSTEMIC SCLEROSIS,Systemic sclerosis
8153,7102,SICCA SYNDROME,Sicca syndrome
8154,7103,DERMATOMYOSITIS,Dermatomyositis
8155,7104,POLYMYOSITIS,Polymyositis
8156,7105,EOSINOPHILIA MYALGIA SND,Eosinophilia myalgia syndrome
8157,7108,DIFF CONNECT TIS DIS NEC,Other specified diffuse diseases of connective tissue
8158,7109,DIFF CONNECT TIS DIS NOS,Unspecified diffuse connective tissue disease
8159,71100,PYOGEN ARTHRITIS-UNSPEC,"Pyogenic arthritis, site unspecified"
8160,71101,PYOGEN ARTHRITIS-SHLDER,"Pyogenic arthritis, shoulder region"
8161,71102,PYOGEN ARTHRITIS-UP/ARM,"Pyogenic arthritis, upper arm"
8162,71103,PYOGEN ARTHRITIS-FOREARM,"Pyogenic arthritis, forearm"
8163,71104,PYOGEN ARTHRITIS-HAND,"Pyogenic arthritis, hand"
8164,71105,PYOGEN ARTHRITIS-PELVIS,"Pyogenic arthritis, pelvic region and thigh"
8165,71106,PYOGEN ARTHRITIS-L/LEG,"Pyogenic arthritis, lower leg"
8166,71107,PYOGEN ARTHRITIS-ANKLE,"Pyogenic arthritis, ankle and foot"
8167,71108,PYOGEN ARTHRITIS NEC,"Pyogenic arthritis, other specified sites"
8168,71109,PYOGEN ARTHRITIS-MULT,"Pyogenic arthritis, multiple sites"
8169,71110,REITER ARTHRITIS-UNSPEC,"Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified"
8170,71111,REITER ARTHRITIS-SHLDER,"Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region"
8171,71112,REITER ARTHRITIS-UP/ARM,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
8172,71113,REITER ARTHRITIS-FOREARM,"Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm"
8173,71114,REITER ARTHRITIS-HAND,"Arthropathy associated with Reiter's disease and nonspecific urethritis, hand"
8174,71115,REITER ARTHRITIS-PELVIS,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh"
8175,71116,REITER ARTHRITIS-L/LEG,"Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg"
8176,71117,REITER ARTHRITIS-ANKLE,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
8177,71118,REITER ARTHRITIS NEC,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
8178,71119,REITER ARTHRITIS-MULT,"Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites"
8179,71120,BEHCET ARTHRITIS-UNSPEC,"Arthropathy in Behcet's syndrome, site unspecified"
8180,71121,BEHCET ARTHRITIS-SHLDER,"Arthropathy in Behcet's syndrome, shoulder region"
8181,75550,UPPER LIMB ANOMALY NOS,Unspecified anomaly of upper limb
8182,75551,CONG DEFORMITY-CLAVICLE,Congenital deformity of clavicle
8183,75552,CONG ELEVATION-SCAPULA,Congenital elevation of scapula
8184,75553,RADIOULNAR SYNOSTOSIS,Radioulnar synostosis
8185,75554,MADELUNG'S DEFORMITY,Madelung's deformity
8186,75555,ACROCEPHALOSYNDACTYLY,Acrocephalosyndactyly
8187,75556,ACCESSORY CARPAL BONES,Accessory carpal bones
8188,75557,MACRODACTYLIA (FINGERS),Macrodactylia (fingers)
8189,75558,CONGENITAL CLEFT HAND,"Cleft hand, congenital"
8190,75559,UPPER LIMB ANOMALY NEC,"Other anomalies of upper limb, including shoulder girdle"
8191,75560,LOWER LIMB ANOMALY NOS,Unspecified anomaly of lower limb
8192,75561,CONGENITAL COXA VALGA,"Coxa valga, congenital"
8193,75562,CONGENITAL COXA VARA,"Coxa vara, congenital"
8194,75563,CONG HIP DEFORMITY NEC,Other congenital deformity of hip (joint)
8195,75564,CONG KNEE DEFORMITY,Congenital deformity of knee (joint)
8196,75565,MACRODACTYLIA OF TOES,Macrodactylia of toes
8197,75566,ANOMALIES OF TOES NEC,Other anomalies of toes
8198,75567,ANOMALIES OF FOOT NEC,"Anomalies of foot, not elsewhere classified"
8199,75569,LOWER LIMB ANOMALY NEC,"Other anomalies of lower limb, including pelvic girdle"
8200,7558,CONGEN LIMB ANOMALY NEC,Other specified anomalies of unspecified limb
8201,7559,CONGEN LIMB ANOMALY NOS,Unspecified anomaly of unspecified limb
8202,7560,ANOMAL SKULL/FACE BONES,Anomalies of skull and face bones
8203,75610,ANOMALY OF SPINE NOS,"Anomaly of spine, unspecified"
8204,75611,LUMBOSACR SPONDYLOLYSIS,"Spondylolysis, lumbosacral region"
8205,75612,SPONDYLOLISTHESIS,Spondylolisthesis
8206,75613,CONG ABSENCE OF VERTEBRA,"Absence of vertebra, congenital"
8207,75614,HEMIVERTEBRA,Hemivertebra
8208,75615,CONGEN FUSION OF SPINE,"Fusion of spine (vertebra), congenital"
8209,75616,KLIPPEL-FEIL SYNDROME,Klippel-Feil syndrome
8210,75617,SPINA BIFIDA OCCULTA,Spina bifida occulta
8211,75619,ANOMALY OF SPINE NEC,Other anomalies of spine
8212,7562,CERVICAL RIB,Cervical rib
8213,7563,RIB & STERNUM ANOMAL NEC,Other anomalies of ribs and sternum
8214,7564,CHONDRODYSTROPHY,Chondrodystrophy
8215,75650,OSTEODYSTROPHY NOS,"Congenital osteodystrophy, unspecified"
8216,75651,OSTEOGENESIS IMPERFECTA,Osteogenesis imperfecta
8217,75652,OSTEOPETROSIS,Osteopetrosis
8218,75653,OSTEOPOIKILOSIS,Osteopoikilosis
8219,75654,POLYOSTOTIC FIBROS DYSPL,Polyostotic fibrous dysplasia of bone
8220,75655,CHONDROECTODERM DYSPLAS,Chondroectodermal dysplasia
8221,75656,MULT EPIPHYSEAL DYSPLAS,Multiple epiphyseal dysplasia
8222,75659,OSTEODYSTROPHY NEC,Other osteodystrophies
8223,7566,ANOMALIES OF DIAPHRAGM,Anomalies of diaphragm
8224,75670,CONGN ANOML ABD WALL NOS,"Anomaly of abdominal wall, unspecified"
8225,75671,PRUNE BELLY SYNDROME,Prune belly syndrome
8226,75672,OMPHALOCELE,Omphalocele
8227,75673,GASTROSCHISIS,Gastroschisis
8228,75679,CONGN ANOML ABD WALL NEC,Other congenital anomalies of abdominal wall
8229,75681,ABSENCE OF MUSCLE/TENDON,Absence of muscle and tendon
8230,75682,ACCESSORY MUSCLE,Accessory muscle
8231,75683,EHLERS-DANLOS SYNDROME,Ehlers-Danlos syndrome
8232,75689,SOFT TISSUE ANOMALY NEC,"Other specified anomalies of muscle, tendon, fascia, and connective tissue"
8233,7569,MUSCULOSKEL ANOM NEC/NOS,Other and unspecified anomalies of musculoskeletal system
8234,7570,HEREDITARY EDEMA OF LEGS,Hereditary edema of legs
8235,7571,ICHTHYOSIS CONGENITA,Ichthyosis congenita
8236,7572,DERMATOGLYPHIC ANOMALIES,Dermatoglyphic anomalies
8237,75731,CONG ECTODERMAL DYSPLAS,Congenital ectodermal dysplasia
8238,75732,VASCULAR HAMARTOMAS,Vascular hamartomas
8239,75733,CONG SKIN PIGMENT ANOMAL,Congenital pigmentary anomalies of skin
8240,75739,SKIN ANOMALY NEC,Other specified anomalies of skin
8241,7574,HAIR ANOMALIES NEC,Specified anomalies of hair
8242,7575,NAIL ANOMALIES NEC,Specified anomalies of nails
8243,7576,CONG BREAST ANOMALY NEC,Specified congenital anomalies of breast
8244,7578,OTH INTEGUMENT ANOMALIES,Other specified anomalies of the integument
8245,7579,INTEGUMENT ANOMALY NOS,Unspecified congenital anomaly of the integument
8246,7580,DOWN'S SYNDROME,Down's syndrome
8247,7581,PATAU'S SYNDROME,Patau's syndrome
8248,7582,EDWARDS' SYNDROME,Edwards' syndrome
8249,75831,CRI-DU-CHAT SYNDROME,Cri-du-chat syndrome
8250,75832,VELO-CARDIO-FACIAL SYND,Velo-cardio-facial syndrome
8251,75833,MICRODELETIONS NEC,Other microdeletions
8252,75839,AUTOSOMAL DELETIONS NEC,Other autosomal deletions
8253,7584,BALANCE AUTOSOM TRANSLOC,Balanced autosomal translocation in normal individual
8254,7585,AUTOSOMAL ANOMALIES NEC,Other conditions due to autosomal anomalies
8255,7586,GONADAL DYSGENESIS,Gonadal dysgenesis
8256,7587,KLINEFELTER'S SYNDROME,Klinefelter's syndrome
8257,75881,OTH COND DUE TO SEX CHRM,Other conditions due to sex chromosome anomalies
8258,75889,OTH CON D/T CHRM ANM NEC,Other conditions due to chromosome anomalies
8259,7589,CHROMOSOME ANOMALY NOS,Conditions due to anomaly of unspecified chromosome
8260,7590,ANOMALIES OF SPLEEN,Anomalies of spleen
8261,7591,ADRENAL GLAND ANOMALY,Anomalies of adrenal gland
8262,7592,ENDOCRINE ANOMALY NEC,Anomalies of other endocrine glands
8263,7593,SITUS INVERSUS,Situs inversus
8264,7594,CONJOINED TWINS,Conjoined twins
8265,7595,TUBEROUS SCLEROSIS,Tuberous sclerosis
8266,7596,HAMARTOSES NEC,"Other hamartoses, not elsewhere classified"
8267,80083,OPN SKUL VLT FX-MOD COMA,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
8268,80084,OPN SKL VLT FX-PROLN COM,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8269,80085,OPN SKL VLT FX-DEEP COMA,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8270,80086,OPN SKUL VLT FX-COMA NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
8271,80089,OP SKL VLT FX-CONCUS NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
8272,80090,OP SKL VLT FX/BR INJ NEC,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
8273,80091,OPN SKUL VLT FX W/O COMA,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
8274,80092,OPN SKUL VLT FX-BRF COMA,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
8275,80093,OPN SKUL VLT FX-MOD COMA,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
8276,80094,OPN SKL VLT FX-PROLN COM,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8277,80095,OP SKUL VLT FX-DEEP COMA,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8278,80096,OPN SKUL VLT FX-COMA NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
8279,80099,OP SKL VLT FX-CONCUS NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
8280,80100,CLOS SKULL BASE FRACTURE,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
8281,80101,CL SKUL BASE FX W/O COMA,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
8282,80102,CL SKUL BASE FX-BRF COMA,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness"
8283,80103,CL SKUL BASE FX-MOD COMA,"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness"
8284,80104,CL SKL BASE FX-PROL COMA,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8285,80105,CL SKL BASE FX-DEEP COMA,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8286,80106,CL SKUL BASE FX-COMA NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
8287,80109,CL SKULL BASE FX-CONCUSS,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified"
8288,80110,CL SKL BASE FX/CEREB LAC,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
8289,80111,CL SKUL BASE FX W/O COMA,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
8290,80112,CL SKUL BASE FX-BRF COMA,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
8291,80113,CL SKUL BASE FX-MOD COMA,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
8292,80114,CL SKL BASE FX-PROL COMA,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8293,80115,CL SKL BASE FX-DEEP COMA,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8294,80116,CL SKUL BASE FX-COMA NOS,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
8295,80119,CL SKULL BASE FX-CONCUSS,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
8296,80120,CL SKL BASE FX/MENIN HEM,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
